game_id,timestamp,winner,total_rounds,player_id,player_name,role,ai_model,is_alive,is_winner,role_recognition_accuracy,deception_success_rate,voting_accuracy,communication_effectiveness,survival_rate,ability_usage_accuracy
game_20250531_140543,20250531_140543,狼人阵营,0,player1,张大胆,werewolf,deepseek-v3,否,是,1.0,0.6666666666666666,0.45454545454545453,0.8181818181818182,2.6666666666666665,1.0
game_20250531_140543,20250531_140543,狼人阵营,0,player2,李勇,werewolf,deepseek-v3,是,是,1.0,0.6666666666666666,0.45454545454545453,0.8181818181818182,2.6666666666666665,1.0
game_20250531_140543,20250531_140543,狼人阵营,0,player3,王智,seer,doubao-1-5-pro,否,否,1.0,0.6666666666666666,0.45454545454545453,0.8181818181818182,2.6666666666666665,1.0
game_20250531_140543,20250531_140543,狼人阵营,0,player4,赵灵,witch,deepseek-v3,否,否,1.0,0.6666666666666666,0.45454545454545453,0.8181818181818182,2.6666666666666665,1.0
game_20250531_140543,20250531_140543,狼人阵营,0,player5,钱强,hunter,doubao-1-5-pro,否,否,1.0,0.6666666666666666,0.45454545454545453,0.8181818181818182,2.6666666666666665,1.0
game_20250531_140543,20250531_140543,狼人阵营,0,player6,孙一,guard,deepseek-v3,否,否,1.0,0.6666666666666666,0.45454545454545453,0.8181818181818182,2.6666666666666665,1.0
game_20250531_140543,20250531_140543,狼人阵营,0,player7,周二,villager,doubao-1-5-thinking,否,否,1.0,0.6666666666666666,0.45454545454545453,0.8181818181818182,2.6666666666666665,1.0
game_20250531_140543,20250531_140543,狼人阵营,0,player8,吴三,villager,doubao-1-5-thinking,是,否,1.0,0.6666666666666666,0.45454545454545453,0.8181818181818182,2.6666666666666665,1.0
